=== softmax trace+probe run_id=9dlfyieq train_id=3ilw1l9s ===


########################################
# CHECKPOINT EPISODE 0
########################################
[t=000 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=042 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=043 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=044 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=045 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=046 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=047 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=048 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=049 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=050 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=051 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=052 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=053 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=054 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=055 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=056 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=057 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=058 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=059 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=060 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=061 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=062 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=063 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=064 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=065 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=066 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=067 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
